"","kMEpurple","kMEsalmon","kMEgreenyellow","kMEturquoise","kMEblue","kMEgreen","kMEblack","kMEyellow","kMEpink","kMEcyan","kMEtan","kMEbrown","kMEmagenta","kMEred","kMEgrey"
"SNORD69:snoRNA",-0.11608493661943,-0.0272778134777435,0.420231142325936,0.336071595102765,0.660729207480857,0.84046972549987,-0.0579698096462709,0.0482000400634433,0.794853545404728,0.637429896160711,0.46541330854949,0.0337121308521499,0.473628862105956,0.128072620211382,-0.0172253151068468
"LRRC75A-AS1:retained_intron",-0.496707692724745,-0.156899803747399,0.179406561267037,0.0791812331496164,0.231707863814239,0.629918872925252,0.270613678945034,0.496905231607661,0.92190683257699,0.658075402728417,0.491992047113301,0.264222096766675,0.522493749751148,0.386991965276026,0.0433058799782247
"SNORD26:snoRNA",-0.205829185283151,-0.151292215938655,0.390304026670496,0.276271380361462,0.541742429030532,0.73802037681064,-0.0432790404799171,0.150505529078434,0.724687034664846,0.623466906585994,0.362681651092224,0.0978218680832833,0.426386379388494,0.159786950591626,-0.0201424995078058
"SNORD43:snoRNA",-0.297666407674613,-0.122660860519307,0.353242493474897,0.263986555445501,0.470482331510843,0.719056738534852,0.0554055763157693,0.258469110277369,0.877451478485778,0.631252395431479,0.422332601887861,0.1829817423054,0.497481788387967,0.297829331539655,-0.065829009195757
"SNORD104:snoRNA",0.263801215179694,0.0772146324712875,0.37607478814799,0.413449443562519,0.863060332374665,0.881234585902486,-0.239879781956369,-0.329450030070087,0.475839569820747,0.471195897228397,0.473159115688436,-0.249299340042282,0.314855738132867,-0.145576211990687,0.00547932232381543
"SNHG5:retained_intron",-0.25899336944934,-0.00278949067460657,0.367380613319097,0.193644513231101,0.252569208390594,0.396628455247981,0.162882399143052,0.329339517691679,0.731293055406316,0.388705547343944,0.253521935391207,0.202988594149252,0.503959920508092,0.446380744111241,-0.303990694904387
"SNORD48:snoRNA",-0.310521647000978,0.122296977463059,0.25355066178558,-0.0821555684443555,0.235178146817794,0.630873141920412,0.249429562209085,0.363501331682827,0.790999220788321,0.738338320368892,0.645375892319143,-0.00722422509104375,0.270347523643079,0.0684861026605566,0.0746534318295274
"SNORD50A:snoRNA",-0.221502645755556,0.140309733635415,0.406849058346987,0.125263048373518,0.34696751574949,0.588446144391358,0.21338012513242,0.301023413593828,0.789913343571173,0.596504896212303,0.437146201330872,0.0454411341181926,0.450228625023287,0.248185764712969,-0.227209640092326
"MT-RNR1:Mt_rRNA",0.652510643510108,0.593294182665225,0.0384232287400115,0.0573511730619013,0.405860207718758,0.445497406260517,0.159067037487696,-0.419716391552924,0.0267344315510494,0.0494576310615984,0.0990421814397261,-0.616266473886856,0.0778479043049082,-0.148896258052924,-0.426096508270209
"MT-RNR2:Mt_rRNA",0.581296900199041,0.333087766164839,0.147006048575557,0.468102022699725,0.644127510467135,0.487977316355787,-0.190576652446205,-0.551539281869303,0.109451542959014,-0.0604265973094732,0.00890787050914831,-0.284092956499484,0.174426410377704,-0.00336861662286128,-0.394247550239703
"SNORD18A:snoRNA",-0.176155124005334,0.242295836882747,0.469188691551558,0.0607085172274836,0.283487594351279,0.50827012877772,0.120467091797792,0.189857731232694,0.704082115618433,0.650641745862702,0.395593810278379,-0.00278950270931314,0.295002740940305,0.0935517570282242,-0.126474286731977
"SNORD25:snoRNA",-0.775906862070286,-0.0372215393139535,-0.212719689507755,-0.418953432874906,-0.543610889998797,-0.00967183490488421,0.624739228125589,0.858415782226128,0.704425550293609,0.432925470056498,0.390827046037342,0.387285547253392,0.139909141449491,0.37414464751456,0.171551888555066
"RNY4:misc_RNA",0.39200323380988,-0.222840153435953,0.522200033594979,0.80047937074312,0.926477424520221,0.511473528559718,-0.758764443673642,-0.682116171330027,-0.00536523601672935,0.0580625046703916,-0.10280497956074,0.0125216819577494,0.194067027624217,-0.112746447202436,-0.107076015809986
"RNY4P10:misc_RNA",0.392966471965041,-0.215882474092733,0.530148973946138,0.794235362892919,0.924812716275694,0.510005294237499,-0.757177106965283,-0.68138447875835,-0.0104581529377598,0.0627003101141567,-0.0991356143842381,0.00640554815457874,0.185267188945788,-0.123448812392064,-0.106324712517117
"RBMX:retained_intron",0.0962977137216701,-0.199911407508356,0.491418924457265,0.561775983101202,0.821249999087549,0.770353401470419,-0.359502525311727,-0.217917361379192,0.52093846543665,0.431877100519101,0.215926002801514,0.0272692431795614,0.424128360211098,0.110732937572943,-0.158520501047783
"MT-TE:Mt_tRNA",0.486663776407485,0.145048079326688,0.761930978140668,0.478358115683468,0.754292505060845,0.371818922460247,-0.458082007773971,-0.54641753386755,-0.078242930981001,0.0252624311407736,-0.11417387398782,-0.268921634568876,0.245565078729129,-0.145548640680931,-0.289085311359834
"SNORD6:snoRNA",-0.572076795833887,-0.17855356709115,0.277914340295905,0.0454887566580814,0.0555940650368046,0.311364046012936,0.0863634951815574,0.4819927239161,0.760347583720968,0.543686533181801,0.403241374138944,0.400109838046534,0.266973404238284,0.261775158784161,0.149606735551904
"LRRC75A-AS1:antisense",-0.278840500393167,0.159494515760908,-0.275161896055361,-0.00757670365499092,-0.042667878337559,0.33968427547281,0.309621833190869,0.254396119546826,0.667937506329763,0.357385880954814,0.385376849669636,0.187092061788625,0.12365896972852,0.210600370796558,0.0836050204790044
"Y_RNA.295:misc_RNA",0.40005666840135,-0.224832551918603,0.513995310906182,0.801679740850528,0.923424176985891,0.498989092650057,-0.769776907912477,-0.693637185512317,-0.0211950532198102,0.041272082059628,-0.111669070091317,0.00999164935847615,0.184941273610573,-0.12051048609671,-0.102957033343883
"SNORD99:snoRNA",-0.394282390213509,0.442424407711576,0.00780757869425064,-0.4895213614421,-0.216028005580359,0.421786571728817,0.739460777177875,0.605750815146924,0.7347019467833,0.766141439595106,0.640666414666895,-0.138454649082926,0.110121407163228,0.0331064483180501,0.0126070587424177
"RNY4P7:misc_RNA",0.400561592045689,-0.229725042001892,0.509901661633418,0.805596938676251,0.921890194559063,0.492992485632623,-0.77454325660828,-0.696330052603431,-0.0253096722997181,0.0326336901746044,-0.117158337394578,0.0143470075707416,0.18435882620538,-0.117536655098966,-0.103277642894018
"SNORD49A:snoRNA",-0.451219496163673,-0.171505642389556,0.187079684664931,0.130661630209357,0.292773340851752,0.662880057343364,0.227408570743755,0.442138897630083,0.91288518236199,0.635991181803883,0.477416169741643,0.252108895901826,0.544217904802634,0.387792469675635,0.0268583724306122
"SNORD19.1:snoRNA",-0.291203987090765,0.0310747652951698,0.318782739880692,0.137560698462952,0.384017185396911,0.703881232418423,0.1267639323906,0.263057128760696,0.856630228729809,0.721299336963899,0.520386704407496,0.0886739763182924,0.343356073039687,0.153031222829452,-0.0348114359018127
"SNORD126:snoRNA",-0.675556805125218,0.165729980820497,-0.0239370487143895,-0.450420567814613,-0.441208277911491,0.0985798710095933,0.740548698252466,0.861950397304783,0.696213409740134,0.559151888471502,0.556706792547807,0.198446111556003,0.0876136012486917,0.262183411682737,0.00648645762865135
"SNORD2:snoRNA",0.0546160716463776,-0.228457246714248,0.191364481836663,0.619118311909169,0.748152644016535,0.769251615428558,-0.300284356762043,-0.237717486453173,0.660269789993763,0.344020581908957,0.184801696883112,0.140027202753079,0.550091244496709,0.297948137104111,-0.131551413301143
"RPL13:retained_intron",0.249298099293093,0.131312073991365,0.384873573746453,0.407386227455791,0.829750591961915,0.947647002168744,-0.101242504139767,-0.244088730009331,0.52271793742332,0.568309372587236,0.42798889214099,-0.251012310006131,0.31129475392964,-0.0607237526239108,-0.24061940056188
"MT-TS2:Mt_tRNA",0.601480160406294,0.522110135839409,-0.050779908817371,0.00302185552709985,0.493595711531665,0.664662211204719,0.0428191644629406,-0.413140276120076,0.202073608479078,0.308245662354639,0.348124305297371,-0.61972915991304,0.0968932933378287,-0.269260047142329,-0.116614682703941
"SNORD58A:snoRNA",-0.658501012235864,0.00232077857766194,-0.0889890089000136,-0.187771722768983,-0.250919300250011,0.254555097796547,0.551064584719489,0.714006332398188,0.869888605740275,0.527440707719237,0.432249887631705,0.361485135779377,0.33207833450182,0.452692022109717,0.0261230917213388
"SNORD38A:snoRNA",-0.626676805691837,-0.327736382208865,0.416866081964292,0.249472847026449,0.178381420781687,0.33353034430188,0.00506679259276394,0.466660486437016,0.725001250094043,0.534070753650096,0.232002610182094,0.523043447115534,0.379259881970789,0.397187037152845,0.0190826966883964
"MT-TF:Mt_tRNA",0.194793667937628,0.444114733430397,0.504870609103408,-0.00167624599248612,0.455263568537108,0.511970190324043,-0.0686829177119699,-0.126459534480351,0.16716629883354,0.481699779403667,0.554047025116461,-0.355494065137736,-0.156673523963344,-0.498769124323216,-0.00605261813483189
"TAF1D:retained_intron",-0.553130424145446,-0.00534505915357505,0.0295874147993425,-0.0660257831834941,-0.0542485541526929,0.398348728082119,0.393313260224572,0.553714636839598,0.885021394036324,0.598659516156667,0.418131220986044,0.300695000939453,0.281813683086726,0.35863691052754,0.0210015203343954
"SNORD100:snoRNA",-0.335711502452582,-0.116662021300448,0.222505147682157,0.295116523041033,0.417048584436883,0.706887481314653,0.180134695476014,0.33059261174198,0.911830229823711,0.575746502258628,0.471161415400796,0.241281669150646,0.500059738918882,0.441381116503024,-0.193547030534596
"SNORD12B:snoRNA",-0.468851698634421,0.187186424133828,0.320678635629294,-0.0946376045398673,0.0969491295388728,0.529033825607307,0.438893284286928,0.565091876644508,0.760811784583001,0.766534312944413,0.673746603727734,0.131663723309648,0.137707229996212,0.114814775608161,-0.0638684114541238
"RPS8:processed_transcript",-0.676014747041443,-0.159524211741697,0.0613069802289815,0.0853007559002883,-0.0279167458278168,0.33994731267678,0.298833602303079,0.589688635536336,0.863227071042034,0.530965710628159,0.450110965834072,0.504591911998651,0.296791707462931,0.401517958786454,0.0493962248569229
"ZFAS1:antisense",-0.379771382783339,0.106855507111698,-0.115688314821217,-0.119004317520355,0.0445569386308207,0.60840957705545,0.548163659936531,0.516309999640435,0.925892492592749,0.646126977735724,0.557171952721747,0.0961135313586956,0.426632191352896,0.367811508875932,-0.0411274411092131
"SNORD12:snoRNA",-0.37347104010233,0.111146488056579,-0.114338713860535,-0.117322441428252,0.0488681894286672,0.612554468177198,0.548045824675403,0.511204601613102,0.924635558393837,0.64842157832152,0.556164720098916,0.0910771702277243,0.426556997607137,0.366133403611416,-0.0454311896935152
"SNORD55:snoRNA",-0.62773138707891,-0.0989986164692904,0.0618873247151222,0.0765236382783488,-0.00521023412121374,0.36452719860999,0.321036065921163,0.562459241148148,0.864188717410517,0.520689416282747,0.481314685820368,0.450778003796411,0.292303365769936,0.373941544235437,0.0295069762991471
"SNORD37:snoRNA",-0.58200385948828,-0.0394456271073604,-0.220453215697138,-0.0904247863242619,-0.178749234938015,0.337695906553101,0.513107651736052,0.627954815409946,0.877720528845829,0.485281140169448,0.408469999460805,0.372062614194258,0.326590427382492,0.504859992508597,-0.0161200831644148
"PWAR5:TEC",-0.0838084393312853,0.413658449790612,0.383528592815626,-0.202684302720034,0.302854677173805,0.709898298574537,0.270271810018246,0.188068488094152,0.618657146529365,0.878037167999708,0.578042425766749,-0.319922347333129,0.0750267271889806,-0.273525143939261,0.0564886835089356
"MT-TV:Mt_tRNA",0.662461805453192,0.489962474077041,0.307790297541528,-0.0745679881968389,0.540824554304125,0.627899130440694,0.0131740240857451,-0.40030053745453,0.0897648955198125,0.394405770100618,0.195750496659718,-0.774222365951028,0.256826579216872,-0.276452909141285,-0.234166459979917
"RP11-701H24.5:sense_intronic",-0.0812074690330634,0.409113492860359,0.386589382872117,-0.19530121550517,0.309782848896172,0.712494778788939,0.262772164059701,0.182993381423339,0.619214627768386,0.876371599081358,0.575613422510497,-0.31802443705632,0.0790190375823389,-0.271515553621193,0.0549423378589226
"SNORD64:snoRNA",-0.0796619665201968,0.406188412433171,0.38846983941996,-0.190813272904415,0.313941075921556,0.713797471701659,0.2572977348802,0.179202338133804,0.618613633162512,0.875478875591799,0.573654566204265,-0.316631305958161,0.0802559124557324,-0.271445826689528,0.055584010046432
"SNORD127:snoRNA",0.378581451351656,-0.0552401226914779,0.299127196946905,0.670216414152897,0.914367475942542,0.775062794912777,-0.470009934280661,-0.558853843951247,0.356392077759235,0.234899634806313,0.101472199689573,-0.0985651227223106,0.37546959313748,-0.00501471170528208,-0.130434332804223
"SNORD82:snoRNA",-0.183016497752814,-0.410198339740504,0.150107547856758,0.625244109170757,0.637747970885629,0.676200958877713,-0.220400600084095,-0.0181755666089387,0.706703431434442,0.255507052258478,0.231756350874463,0.36409034138772,0.556639252094945,0.439887202847921,-0.0596812712930638
"RPL23A:retained_intron",-0.107664833427833,0.641544709400679,0.220649870505118,-0.344183627253204,0.0232420393183116,0.550412472436783,0.664927618298921,0.365993797985146,0.57977727555383,0.78751207310727,0.601069939226082,-0.350225676832417,-0.00329325829479446,-0.12440836783065,-0.274546760014227
"SNORD42A:snoRNA",-0.105817074209113,0.641473862552745,0.22246012883937,-0.342604883676803,0.0262247095185297,0.552649299412818,0.662842306021967,0.363824695019167,0.579961315092334,0.788616569144959,0.60087587128776,-0.351288848230352,-0.00268896337425795,-0.125308828907161,-0.275049263144687
"GAS5:lincRNA",0.472968325483863,0.290346836356274,0.504507908892577,0.294406856768667,0.860925365668721,0.806146208156438,-0.289908006266526,-0.510956508818864,0.212524361421637,0.421372928435843,0.348971755010016,-0.495602215759448,0.154825567245665,-0.398008449903952,0.000741483697450848
"NOP56:processed_transcript",0.107813602461879,0.127861395994579,0.537349793457688,0.269068281024153,0.741042841621785,0.870038375393406,-0.124403471818611,-0.136586391483638,0.601126056044325,0.651236225871336,0.463689180634817,-0.219954007659047,0.325358423071466,-0.125039115523837,-0.0381009973866377
"SNORD12C:snoRNA",-0.203136574877165,0.132843552339112,-0.308136610840975,-0.0532029836560833,0.096006871461828,0.60273525334218,0.535008867570767,0.353300054525153,0.782047417094826,0.44004843968751,0.533292378356847,0.00840382883788827,0.404451650815843,0.379463335715628,-0.0577226011349379
"C19orf48:processed_transcript",-0.447102560393729,-0.0821352827748131,-0.0855330454328362,0.157064135466374,0.140278466848364,0.463711261138496,0.258825249148834,0.418588989791449,0.794874615161605,0.46519546159752,0.590859429429986,0.304159406317706,0.2221043489983,0.273265871533608,-0.0213496736510053
"SNORD88C:snoRNA",-0.446871016709028,-0.0827626227321803,-0.0848066011359513,0.158486715666003,0.141431059431196,0.463963432506284,0.257429307314484,0.417534629735107,0.794681310113767,0.464913618411911,0.590204294425936,0.304630047125508,0.22225950983751,0.273249481229109,-0.0214927585379005
"RPL21:retained_intron",0.178772971002239,0.222413872876857,0.662346062552571,0.23684940751774,0.730175139046778,0.786708941007041,-0.103202873357146,-0.132093566994884,0.424614553211375,0.59467579314017,0.402882914664507,-0.29073625986196,0.224490385231969,-0.207780128069508,-0.149417693085786
"SNORD60:snoRNA",-0.816221686201783,-0.34570578373914,-0.0321456968944694,0.0625129340970062,-0.244207303823644,0.0964311217338607,0.330155789356086,0.735987153565412,0.695035702780063,0.361267492270102,0.243213577493756,0.683154973464173,0.219881369490763,0.567399484333696,-0.0391803853550621
"NOP56:retained_intron",-0.00791005775735651,-0.0125468188685178,0.172370579858057,0.347840463358619,0.615039397245445,0.81977364475613,-0.0722795688508448,-0.0838411371442399,0.753704965446218,0.528694966098654,0.379444502064334,-0.003948081680012,0.427503466697632,0.144666271947334,-0.0214016614497095
"SNORD102:snoRNA",0.193496770918526,0.208980075269353,0.665336562341874,0.258810333298414,0.747883488862047,0.786329480008779,-0.132150334115308,-0.157659495348181,0.411010975039822,0.580505095676787,0.387852390442136,-0.287148195226884,0.226120823056936,-0.21042950789358,-0.146628303791279
"SNORD52:snoRNA",-0.315060752114932,-0.375177805069512,-0.29386693345211,0.390133710783649,0.278210468062641,0.52748666974511,0.0515276703480095,0.185894903284511,0.796743279351003,0.221984011589942,0.220335758892676,0.419696946008796,0.515742939725059,0.593282426071094,-0.0153281504583698
"SNORD27:snoRNA",-0.305343932612224,-0.380889707826772,-0.360166716324918,0.368764557535653,0.218982919362892,0.458612368784298,0.0512489145469737,0.193517827714339,0.758038684367781,0.142654630074648,0.186002707407311,0.445031250574177,0.535335660093274,0.625550952069906,0.00946334174012063
"SNORD5:snoRNA",-0.53335127171269,0.0208546511274211,0.0384522056745905,-0.0861735555833456,-0.0403041881016966,0.415315675556189,0.384382359808908,0.529999569388864,0.876610464440066,0.614212476252987,0.435109274496076,0.262360767392972,0.262845634557681,0.305548174908887,0.055396532844797
"SNORD58B:snoRNA",-0.388802513483119,0.169965681788101,0.0685901244394786,-0.0910727264085599,0.118471022749634,0.638258754292587,0.53327448224031,0.513842852527375,0.924722694703272,0.698224507337297,0.621099309169755,0.0498139209961235,0.325771385354246,0.277266675564442,-0.123616630974677
"RPL5:retained_intron",-0.0808949741560159,-0.217916081709905,0.203039582760373,0.59766520850152,0.682409404243285,0.792813917851554,-0.163231035115109,-0.0839567096141799,0.722954729771451,0.432713831111124,0.269674406044763,0.221490678545566,0.460335214472624,0.333204106390776,-0.185668077983217
"SNORD21:snoRNA",-0.0789592990287955,-0.217112486677249,0.203480372296491,0.598119025848616,0.683415648106661,0.793268194985805,-0.163582377299555,-0.0848655247130031,0.722575971844713,0.432306862403935,0.269499496006385,0.220344604322133,0.460956375630742,0.333465610005234,-0.187791711720148
"SNORD105B:snoRNA",0.389850116673377,0.204304010926927,0.366611810730274,0.463483868069901,0.846766213286038,0.857509472807925,-0.233436004549586,-0.436539979643083,0.424501658732587,0.428957102013776,0.282084537277829,-0.28241563956451,0.32320088164648,-0.0898417646211677,-0.204711132738022
"RABGGTB:processed_transcript",0.037505270779072,-0.257551461643084,0.475864985571289,0.676368253615316,0.795971835923513,0.639049584430692,-0.453931341638814,-0.249924212568357,0.508491793299571,0.250539452628733,0.0876990484491129,0.190567697586787,0.440097213908544,0.208700689346372,-0.119353119789368
"SNORD83A:snoRNA",-0.117190453740649,0.00250394164890989,-0.142738768261729,0.332351031260483,0.368172350132199,0.676415050586253,0.234539081745674,0.113552094414464,0.721541992013934,0.362802314176809,0.379919350968134,0.134459446212038,0.409358561302274,0.393328510884418,-0.259404038312493
"SNORD116-29:snoRNA",0.0513611733710922,0.55623631591156,0.248841949738459,-0.181435755550512,0.35085155277139,0.803245502757185,0.393529180172194,0.110772398203912,0.574847663579523,0.840177848941744,0.664356511168615,-0.444850593261212,0.0557111250489871,-0.300811762163878,-0.0449726184174197
"MTCO1P12:unprocessed_pseudogene",0.493695393143557,0.973536653585955,0.295976485868618,-0.455068072971272,0.0511772882221188,0.237117898678071,0.370874821983895,-0.130655550874787,-0.122791368768738,0.35156955885849,0.354643030072245,-0.76530054165049,-0.342653624548847,-0.615390150030155,-0.177708093128664
"RNY4P20:misc_RNA",0.436166679841743,-0.243819219270043,0.461030444966286,0.827809780441486,0.920802088758686,0.45698821338966,-0.803013685349389,-0.741753537671379,-0.0628797959935468,-0.0533902457935704,-0.157280978997072,0.0125873347730731,0.178978599878745,-0.108544011741271,-0.101020107938857
"SNORD42B:snoRNA",0.125327430057319,-0.000482618500245141,0.468804253150666,0.405669837456681,0.772972406920321,0.864547242411527,-0.158876903002226,-0.145609979433939,0.571492225159627,0.543396316703009,0.348197634595417,-0.0997112959647669,0.40308389575749,0.0335038214549448,-0.157270727738373
"ERBB2:retained_intron",-0.652529269508124,0.107017470146897,-0.182294382309226,-0.503367282895161,-0.67739515321326,-0.195479181922408,0.799104787062217,0.905305550856481,0.36055603475181,0.340735842693216,0.305131824547515,0.24202205972933,-0.0786723686024192,0.319317086830208,-0.20016713605064
"SNORD41:snoRNA",-0.395366789457737,-0.0353404122779051,0.623941373473939,0.119843771132923,0.290682669278994,0.495629613566344,0.106263178925307,0.41985869909781,0.656452919398485,0.685379331971082,0.414669167018437,0.195425499405432,0.270478128896578,0.161102811095301,-0.174460363753001
"SNORD93:snoRNA",-0.876599975982926,-0.151321661131408,-0.0267126995043133,-0.424253724983154,-0.697416632159677,-0.364338852299292,0.489691404387773,0.887935313328326,0.342995543701003,0.239015060556586,0.211883283483983,0.530251324219081,-0.0770335362104049,0.271621893636165,0.233694866043828
"RPL13A:retained_intron",0.363281594604906,-0.00361098543487347,0.43319778563111,0.757373284573581,0.833299723013942,0.614284254400604,-0.385543789197093,-0.503792568841547,0.236831656389823,0.140195761379409,-0.00779876756686142,-0.00967293301155669,0.30584176622163,0.156085949107154,-0.4638963224531
"snoR1.1:snoRNA",-0.178897753918504,0.0469683949655864,-0.272306810113364,0.116640521730022,0.203812087597215,0.666690243211797,0.378694332317667,0.255147430806544,0.788212179643147,0.455370126282953,0.449687006879793,0.0967500991749281,0.378116989987572,0.384809260226555,-0.14919036078956
"MT-TP:Mt_tRNA",-0.00374117942722614,0.110251538949304,-0.128035772502751,-0.42849927228866,-0.156189812106217,0.180881865859867,0.336995534986522,0.295747816207601,0.324709805040569,0.302157733523683,0.208294739869403,-0.259760183882741,0.482160388630429,0.199973412034986,0.0489427999730812
"SNORD58C:snoRNA",-0.260178182410116,-0.281253845551474,0.457912358931725,0.466445819452118,0.4920104975679,0.548478674542728,-0.081271923568054,0.186635008260022,0.681813605731881,0.40457788469187,0.14685260712704,0.318133816603929,0.506723244388893,0.44583415668363,-0.329744573387974
"SNORD59A:snoRNA",0.351754358100853,0.0404829820793706,0.474261896315406,0.437478905452564,0.884731456404291,0.854431226963723,-0.269565899350279,-0.365651215466973,0.335587661021521,0.422073194879506,0.269349458735582,-0.28452492013849,0.333415441413787,-0.113985309880262,-0.157452309251565
"XRCC6P3:processed_pseudogene",-0.367011015612008,0.546479959714879,-0.161329433438561,-0.820203914950445,-0.66043029017133,-0.0596227627052984,0.944441488550225,0.727219827194845,0.295504580118972,0.479925628765209,0.438250705491929,-0.231825527643913,-0.165775659412465,-0.0433484041862266,-0.0276506712661621
"SNHG14:antisense",-0.0503939802835872,0.353766754967936,0.107036705478497,-0.110325370206707,0.372882692051593,0.884758089479114,0.4034694876854,0.168269196440112,0.68446739675758,0.844169676000014,0.671501719745173,-0.326033910582294,0.126833002273051,-0.153303122661188,-0.0212049511703081
"MT-TN:Mt_tRNA",-0.0975232599973919,0.459841995425941,-0.198053229435003,-0.105598844057333,-0.0323962672260146,0.258897869622059,0.547276494932719,0.275930512862809,0.297499511392348,0.156030143841777,0.605830653997016,-0.0865909081367357,-0.176650366941779,-0.0582382539227566,-0.141118051396992
"SNORD110:snoRNA",0.0154017931905554,0.164894706934665,0.586710200976822,0.0962323467661843,0.592117269782614,0.774207170195822,0.0156760265279476,0.056661294094715,0.544131345970287,0.674220191237889,0.541013720106086,-0.239157369644288,0.248742651877898,-0.158673171555083,-0.0420654834504966
"GNB2L1:retained_intron",0.4526143259508,0.0683275262036196,0.248596216312083,0.596244248436525,0.878015921714376,0.767178384036918,-0.38337912460199,-0.580684878454969,0.338813628582847,0.234135165615639,0.16094353632981,-0.214683171116935,0.316162355106142,-0.0464085478016155,-0.176823305642184
"RPL7A:processed_transcript",0.393405434927234,0.0411169362558364,0.280352462914976,0.498613352707761,0.894637382866085,0.872314748112906,-0.252557799249382,-0.439952857010558,0.428216596816695,0.293020728396095,0.255922007180677,-0.257363589256892,0.448816976856433,0.0183369138928843,-0.121862287247733
"SNORD13:snoRNA",-0.660539499303844,-0.457147244592376,-0.347734583431101,0.00133041427400167,-0.160557986901219,0.159992800756748,0.175379297648254,0.520251351923196,0.626481728261099,0.168065515560131,0.283358356351258,0.563384017621609,0.342817348629371,0.433698405446119,0.456641333372303
"SNORD96A:snoRNA",0.450566979280359,0.0665827884962674,0.240960650484735,0.603092373909134,0.878104042818719,0.763167319198637,-0.390275558269804,-0.583647728758968,0.333701195614973,0.227748045833355,0.162107766064511,-0.208122867391613,0.303837453439137,-0.0521924879636035,-0.176006608934025
"SNHG6:retained_intron",-0.259621920866511,-0.0104108112369806,-0.184218612146775,0.108462222698383,0.24031574837494,0.715806808447511,0.389002518339973,0.343958688157979,0.840298007956553,0.527778177209085,0.529325706050503,0.119691829960375,0.380873120852425,0.364099967515879,-0.101683366218656
"SNORD87:snoRNA",-0.25759081031462,-0.0107219696756352,-0.183173310105143,0.1109258863099,0.242917350782922,0.71678030641699,0.38638145773789,0.341348213657321,0.839459234465769,0.527002051880535,0.528508993848848,0.119542125920717,0.381228344052182,0.363535762027178,-0.102158909101038
"Y_RNA.225:misc_RNA",-0.856601624616631,-0.542922934159191,-0.173984724660892,-0.0690805446763874,-0.579613750655734,-0.494289674015661,0.11299758053886,0.683487438544513,0.19961346199453,-0.12334244886026,-0.0301083362738003,0.830226694321199,0.00420964700883819,0.421839218344688,0.319519125715252
